gene,baseMean,log2FoldChange,Direction,Endogenous_Promoter,Exogenous_Promoter
Fam53b,596.60114,0.565326837,UP,TRUE,TRUE
Fam53c,1522.268953,0.567748772,UP,TRUE,TRUE
Fam98a,2398.034877,-0.626294036,DOWN,TRUE,TRUE
Fancb,591.3040048,-1.027951456,DOWN,FALSE,TRUE
Fance,427.7593467,-0.52956413,DOWN,TRUE,TRUE
Fanci,1706.808373,-0.654622901,DOWN,TRUE,TRUE
Fancl,382.01743,-0.631516396,DOWN,TRUE,TRUE
Farp2,520.2951861,0.505776447,UP,TRUE,TRUE
Farsb,3029.030287,-0.539651321,DOWN,TRUE,FALSE
Fas,310.7204291,1.830277672,UP,TRUE,TRUE
Fasn,19230.29913,0.675213932,UP,TRUE,TRUE
Fat1,22904.3687,1.711216206,UP,TRUE,TRUE
Fat3,2450.834484,0.906008568,UP,TRUE,TRUE
Fat4,6294.080649,1.022063795,UP,TRUE,TRUE
Fau,3840.825156,-0.995695991,DOWN,TRUE,FALSE
Fbln1,511.9087615,0.546757711,UP,TRUE,TRUE
Fbrs,713.9977403,0.994252852,UP,TRUE,TRUE
Fbrsl1,660.9789133,0.907798889,UP,TRUE,TRUE
Fbxl17,1065.175666,0.589838777,UP,TRUE,TRUE
Fbxl18,1211.296705,0.522904615,UP,TRUE,TRUE
Fbxl20,1046.738734,0.635857589,UP,TRUE,TRUE
Fbxl5,1884.833913,-0.530153062,DOWN,TRUE,FALSE
Fbxl7,703.6021032,1.841851885,UP,TRUE,TRUE
Fbxo25,585.5144643,0.520002111,UP,TRUE,TRUE
Fbxo3,2645.29306,-0.503735119,DOWN,TRUE,TRUE
Fbxo32,393.4925013,0.637484903,UP,TRUE,FALSE
Fbxo36,168.4572362,-0.620657112,DOWN,TRUE,TRUE
Fbxo47,83.9846253,-0.79992371,DOWN,TRUE,TRUE
Fbxw9,539.6427154,0.65091543,UP,TRUE,FALSE
Fcho1,383.577817,0.992540788,UP,TRUE,TRUE
Fchsd1,81.30807861,0.796959332,UP,TRUE,FALSE
Fdft1,4456.10723,-1.147289632,DOWN,TRUE,TRUE
Fdx1,399.1582365,-0.675129737,DOWN,TRUE,FALSE
Fen1,155.8283986,-0.538911901,DOWN,TRUE,TRUE
Fer,2422.768521,-0.50194432,DOWN,TRUE,TRUE
Fgd3,320.5375012,1.876302796,UP,TRUE,TRUE
Fgd4,415.5660671,1.69875967,UP,TRUE,TRUE
Fgf1,2025.003006,-0.960394601,DOWN,TRUE,TRUE
Fgf12,571.3819544,1.45844658,UP,TRUE,TRUE
Fgfbp3,135.4521712,1.339127145,UP,TRUE,TRUE
Fgfr1,5723.479295,0.787293695,UP,TRUE,TRUE
Fgfr2,656.563791,1.497092189,UP,TRUE,TRUE
Fgl2,156.6832717,2.612236234,UP,FALSE,TRUE
Fh1,5221.640248,-0.526725055,DOWN,TRUE,TRUE
Fhl3,160.1317444,0.720207525,UP,TRUE,TRUE
Fhod1,296.9916987,0.82605124,UP,TRUE,TRUE
Fhod3,143.4883494,1.236039258,UP,FALSE,TRUE
Fibp,866.6781755,-0.821701183,DOWN,FALSE,TRUE
Ficd,148.8993558,0.680431846,UP,TRUE,TRUE
Fig4,912.4820704,-0.515357106,DOWN,TRUE,TRUE
Fignl1,2537.474616,-0.62288086,DOWN,TRUE,TRUE
Fkbp14,906.6811191,-0.704311756,DOWN,TRUE,TRUE
Fkbp3,1692.305181,-0.991144534,DOWN,TRUE,TRUE
Fkbp4,5540.605599,-0.7258875,DOWN,FALSE,TRUE
Fkbp7,112.2071214,-1.602661902,DOWN,TRUE,TRUE
Flna,14825.25143,1.07780137,UP,TRUE,TRUE
Flnb,6865.170379,1.000112214,UP,TRUE,FALSE
Flrt1,62.5647139,2.111125493,UP,TRUE,FALSE
Fmc1,284.4468321,-0.597073833,DOWN,TRUE,TRUE
Fmn2,2242.648803,0.908651476,UP,TRUE,TRUE
Fnbp1,8775.848296,0.742551077,UP,TRUE,TRUE
Fnbp1l,4505.242938,-0.666481366,DOWN,FALSE,TRUE
Fndc1,999.2124605,0.960912224,UP,TRUE,TRUE
Fndc10,530.2264507,0.957454805,UP,FALSE,TRUE
Fndc5,58.28226871,1.723290569,UP,FALSE,TRUE
Fnta,1804.941525,-0.527920846,DOWN,TRUE,TRUE
Fosl2,385.1099299,0.76328127,UP,TRUE,TRUE
Foxd2,56.93822125,1.211568944,UP,TRUE,FALSE
Foxj1,616.375843,1.699969015,UP,TRUE,TRUE
Foxk1,1122.136653,1.105076941,UP,TRUE,FALSE
Foxn2,3371.266927,-0.754881283,DOWN,TRUE,TRUE
Foxo1,549.3712913,0.97673773,UP,TRUE,TRUE
Foxo3,3348.442722,1.16524052,UP,TRUE,TRUE
Foxo6,55.02731967,1.573368291,UP,TRUE,TRUE
Foxp4,541.1719696,0.592278388,UP,TRUE,TRUE
Fra10ac1,156.1343709,-0.526415397,DOWN,TRUE,TRUE
Fras1,199.6583085,2.591898643,UP,FALSE,TRUE
Frat1,179.991409,-0.52360753,DOWN,TRUE,TRUE
Frat2,149.881205,-0.522940516,DOWN,TRUE,TRUE
Frem1,325.2363234,0.8276818,UP,TRUE,TRUE
Frem2,139.3873333,3.584996055,UP,TRUE,TRUE
Frg1,650.9479673,-0.517700215,DOWN,FALSE,TRUE
Frmd3,1018.385625,0.846399402,UP,TRUE,TRUE
Fryl,5172.495281,0.771477603,UP,TRUE,TRUE
Frzb,105.8936604,-0.77656698,DOWN,FALSE,TRUE
Fsbp,185.5259315,-0.522151342,DOWN,TRUE,FALSE
Fscn1,6563.293029,0.643798825,UP,TRUE,TRUE
Fstl1,1553.822514,-0.690312155,DOWN,TRUE,TRUE
Ftsj1,796.8001823,-0.600479637,DOWN,TRUE,TRUE
Furin,932.6347467,0.530402545,UP,FALSE,TRUE
Fxr1,5756.863817,-0.675727798,DOWN,TRUE,FALSE
Fyttd1,4348.974765,-0.579343462,DOWN,FALSE,TRUE
Fzd1,1871.575559,0.921150259,UP,TRUE,TRUE
Fzd4,1060.426032,-0.503010527,DOWN,TRUE,TRUE
Fzd5,529.114385,0.813222477,UP,TRUE,TRUE
Fzd8,598.2823977,1.481941687,UP,FALSE,TRUE
G0s2,89.31702191,-1.946586602,DOWN,TRUE,TRUE
G2e3,4730.996863,-0.918312688,DOWN,TRUE,TRUE
Gaa,1701.520864,0.725056895,UP,TRUE,TRUE
Gab2,2739.587002,0.935394908,UP,FALSE,TRUE
Gabbr1,859.9700523,0.648813299,UP,TRUE,TRUE
Gabrb3,1737.990338,1.232467915,UP,FALSE,TRUE
Gadd45a,406.9509007,0.932851613,UP,TRUE,TRUE
Gadd45g,772.3444526,2.915003705,UP,TRUE,TRUE
Gale,394.6509277,-1.328016535,DOWN,TRUE,TRUE
Galk1,815.3764164,-1.271965537,DOWN,TRUE,TRUE
Galm,183.5210108,-1.062178162,DOWN,TRUE,FALSE
Galnt10,1928.564343,0.805637397,UP,TRUE,TRUE
Galnt16,258.021849,0.612653748,UP,TRUE,TRUE
Galnt18,359.5503467,1.210553724,UP,TRUE,TRUE
Galnt4,1195.883942,0.56737129,UP,TRUE,TRUE
Gan,359.2856215,0.558952077,UP,FALSE,TRUE
Gapdh,36577.79082,-0.512125194,DOWN,FALSE,TRUE
Garem1,695.9335328,0.829047425,UP,TRUE,TRUE
Garem2,3776.052246,0.640557457,UP,TRUE,FALSE
Gas2l3,3580.868283,-0.55546856,DOWN,FALSE,TRUE
Gas5,1324.416274,-0.571018964,DOWN,TRUE,TRUE
Gatad2b,4798.177816,0.569881409,UP,TRUE,TRUE
Gbe1,861.3704549,-0.897638707,DOWN,TRUE,TRUE
Gbf1,3916.436611,0.890769065,UP,TRUE,TRUE
Gbp2,929.9678839,4.704686683,UP,TRUE,TRUE
Gbp3,3196.16868,4.337853755,UP,TRUE,TRUE
Gbp5,62.12519931,2.239541057,UP,TRUE,TRUE
Gbp6,250.2287682,5.78287817,UP,FALSE,TRUE
Gbp7,4526.333699,3.268124425,UP,TRUE,TRUE
Gbx2,175.0855369,1.15646078,UP,FALSE,TRUE
Gcat,518.380634,-1.366413964,DOWN,TRUE,TRUE
Gcc1,470.4911619,0.529472478,UP,TRUE,FALSE
Gch1,74.31362298,-0.71889131,DOWN,TRUE,FALSE
Gcnt2,110.1314183,1.022320566,UP,TRUE,TRUE
Gcnt4,1661.932729,-0.704995895,DOWN,FALSE,TRUE
Gcsh,1818.140501,-0.599867331,DOWN,TRUE,TRUE
Gdf11,3692.815222,1.372413391,UP,TRUE,TRUE
Gdpd5,441.0414157,1.119602059,UP,TRUE,TRUE
Gem,361.1155848,-0.852946253,DOWN,TRUE,TRUE
Gemin2,265.8556292,-0.595475634,DOWN,TRUE,FALSE
Gemin6,424.5877905,-0.703542641,DOWN,TRUE,TRUE
Gfpt2,2363.785724,-0.772449692,DOWN,TRUE,FALSE
Gfra1,395.8560333,0.652948294,UP,TRUE,TRUE
Gfra2,819.4067017,1.751044266,UP,FALSE,TRUE
Gga1,806.810561,0.647966892,UP,TRUE,TRUE
Ggcx,786.8634407,0.542317718,UP,TRUE,FALSE
Ggt7,171.3225568,-0.56116954,DOWN,TRUE,TRUE
Ghr,176.6548248,1.167937707,UP,TRUE,TRUE
Gins1,610.1796396,-0.640675364,DOWN,TRUE,TRUE
Gins2,1147.650779,-0.639199355,DOWN,TRUE,TRUE
Git1,1870.088887,0.779934524,UP,TRUE,TRUE
Gja1,4715.525705,0.876926628,UP,FALSE,TRUE
Gjc3,995.9779611,-0.946025524,DOWN,TRUE,TRUE
Gk5,172.5381861,-1.184172803,DOWN,TRUE,TRUE
Glb1l2,59.66225436,0.956600966,UP,TRUE,TRUE
Glipr2,594.0342763,1.36497071,UP,TRUE,TRUE
Glis2,776.9600465,1.199159726,UP,TRUE,TRUE
Glis3,1403.892103,1.187103152,UP,TRUE,TRUE
Glrx,859.0153321,-0.763527527,DOWN,FALSE,TRUE
Gnai3,5327.619441,-0.690791967,DOWN,TRUE,TRUE
Gnao1,142.7139524,2.471393918,UP,TRUE,FALSE
Gnaz,332.1307034,0.647116232,UP,TRUE,TRUE
Gnb1l,112.0062701,0.7909265,UP,TRUE,TRUE
Gnb4,702.95594,-0.936380166,DOWN,FALSE,TRUE
Gng11,437.796786,-1.327649788,DOWN,FALSE,TRUE
Gng2,1362.670666,-1.06073518,DOWN,TRUE,TRUE
Gng5,837.5793231,-0.81342166,DOWN,TRUE,FALSE
Gng7,135.3597233,0.835318476,UP,TRUE,TRUE
Gnpat,2293.198199,-0.558632029,DOWN,FALSE,TRUE
Gnpda2,546.6911843,-0.573352518,DOWN,TRUE,TRUE
Gns,3597.884691,0.657365811,UP,TRUE,TRUE
Got1,1314.404447,-0.722847603,DOWN,TRUE,TRUE
Got2,5013.824592,0.535725422,UP,TRUE,FALSE
Gpam,2486.543592,0.751222965,UP,TRUE,TRUE
Gpatch8,2306.879679,0.693030774,UP,TRUE,TRUE
Gpbp1,4081.039935,-0.592272872,DOWN,TRUE,TRUE
Gpc1,2317.937328,0.526752314,UP,TRUE,TRUE
Gpc4,2255.030479,2.97211215,UP,TRUE,FALSE
Gpcpd1,1371.575945,-0.503269049,DOWN,TRUE,TRUE
Gpn3,601.8561842,-0.996036567,DOWN,TRUE,TRUE
Gpr137b,387.2168928,0.933806462,UP,TRUE,TRUE
Gpr146,321.7517321,0.657550137,UP,TRUE,TRUE
Gpr162,1046.697602,1.084101788,UP,TRUE,FALSE
Gprc5b,4887.359677,0.994970831,UP,TRUE,TRUE
Gpsm1,827.4323726,0.530546865,UP,TRUE,TRUE
Gpsm2,1528.8236,-0.788976254,DOWN,TRUE,TRUE
Gpt2,4598.606397,-0.758693681,DOWN,TRUE,TRUE
Gpx4,4101.104879,-0.629220697,DOWN,TRUE,TRUE
Gramd1b,267.3983898,1.285373192,UP,TRUE,TRUE
Grb14,156.1917526,-1.199882492,DOWN,TRUE,FALSE
Grhpr,316.4418267,-1.116701767,DOWN,TRUE,TRUE
Gria4,11400.24959,1.032693126,UP,FALSE,TRUE
Grin2b,113.2164101,2.510664411,UP,TRUE,FALSE
Grk3,2622.1988,0.614030248,UP,FALSE,TRUE
Grk4,141.8123354,0.509810144,UP,TRUE,TRUE
Grn,1616.959176,1.238343565,UP,TRUE,TRUE
Gse1,1070.907679,1.686930797,UP,TRUE,TRUE
Gstm1,3587.83872,1.209636853,UP,TRUE,TRUE
Gstm5,1916.084305,-1.165614792,DOWN,TRUE,TRUE
Gstm7,303.0690159,-0.77530278,DOWN,TRUE,TRUE
Gsto1,733.4362021,-0.636889759,DOWN,TRUE,TRUE
Gt(ROSA)26Sor,370.5464992,-0.534511546,DOWN,TRUE,TRUE
Gtdc1,735.9986968,-0.703724923,DOWN,TRUE,TRUE
Gtf2a2,1540.770962,-0.695913677,DOWN,TRUE,TRUE
Gtf2b,1065.839732,-0.751235018,DOWN,TRUE,FALSE
Gtf2e2,1021.510285,-0.780468616,DOWN,TRUE,TRUE
Gtf2f2,1180.054028,-1.126921671,DOWN,FALSE,TRUE
Gtf2h4,528.979718,-0.907334422,DOWN,TRUE,TRUE
Gtf3c1,5904.69122,0.957807555,UP,TRUE,TRUE
Gtpbp10,1157.349017,-0.675910157,DOWN,TRUE,FALSE
Gtpbp3,824.8285748,-0.580893542,DOWN,TRUE,TRUE
Gtpbp4,2727.0844,-0.514591092,DOWN,TRUE,TRUE
Gtse1,2181.670041,0.818352075,UP,TRUE,TRUE
Gucy1a2,138.0314026,0.942130861,UP,FALSE,TRUE
Guf1,1436.377205,-0.67204673,DOWN,FALSE,TRUE
Gulp1,72.81405059,0.932447639,UP,FALSE,TRUE
H2-D1,553.3931963,2.265737613,UP,TRUE,TRUE
H2-DMa,105.2397848,1.100855835,UP,TRUE,TRUE
H2-T10,50.80136941,1.223090948,UP,FALSE,TRUE
H2-T22,990.1992415,1.05071844,UP,TRUE,TRUE
H3f3a,4390.909585,-0.778355075,DOWN,TRUE,TRUE
Habp4,393.8292253,0.546809163,UP,TRUE,TRUE
Hacd1,1057.134997,-0.595436531,DOWN,TRUE,FALSE
Hap1,802.8438343,1.354916316,UP,TRUE,TRUE
Harbi1,260.9326914,-0.576770713,DOWN,TRUE,TRUE
Hat1,4760.193928,-0.753969421,DOWN,TRUE,TRUE
Haus1,918.0950928,-0.711315908,DOWN,TRUE,TRUE
Haus4,415.8303135,-0.641600745,DOWN,TRUE,FALSE
Haus7,815.4113486,-0.577945825,DOWN,TRUE,TRUE
Hbegf,985.916154,1.168638017,UP,TRUE,TRUE
Hcfc1,6168.068963,0.929062506,UP,TRUE,TRUE
Hcfc1r1,273.372053,0.92042492,UP,TRUE,TRUE
Hdac10,147.0753467,-0.869745552,DOWN,TRUE,TRUE
Hdac2,6332.209385,-0.658685522,DOWN,TRUE,TRUE
Hdac4,2711.139922,0.887607214,UP,TRUE,TRUE
Hdac5,1637.862505,0.819297249,UP,TRUE,TRUE
Hdac7,382.1062878,0.983107144,UP,TRUE,TRUE
Hdac9,387.5000113,-0.926886936,DOWN,TRUE,TRUE
Hddc2,672.0458503,-1.003027965,DOWN,TRUE,TRUE
Hdhd3,224.3947048,-0.548092372,DOWN,TRUE,TRUE
Hectd4,2698.789415,1.169431618,UP,FALSE,TRUE
Heg1,1532.908026,1.039663555,UP,TRUE,TRUE
Helb,497.048075,-0.761475853,DOWN,TRUE,TRUE
Helz,2658.871733,0.94795016,UP,TRUE,FALSE
Hepacam,2584.98135,1.653897909,UP,TRUE,TRUE
Herc2,5279.933172,0.617222475,UP,TRUE,TRUE
Herpud2,2204.015276,0.628966982,UP,TRUE,TRUE
Hexa,3371.460267,0.544621198,UP,FALSE,TRUE
Hgs,1340.611124,0.739625687,UP,TRUE,TRUE
Hibch,791.0993515,-0.728731313,DOWN,TRUE,TRUE
Hilpda,231.8692253,-1.732360723,DOWN,TRUE,TRUE
Hinfp,1017.741965,-0.515432751,DOWN,FALSE,TRUE
Hip1,43681.70969,0.603654454,UP,TRUE,TRUE
Hipk2,3803.830019,1.227210382,UP,TRUE,FALSE
Hivep1,1561.781679,0.667377803,UP,TRUE,TRUE
Hivep2,1228.718801,0.977228686,UP,TRUE,TRUE
Hivep3,392.5357189,0.715512134,UP,TRUE,TRUE
Hk2,937.7556764,-0.88930668,DOWN,TRUE,TRUE
Hlf,1265.535383,-0.74851586,DOWN,TRUE,TRUE
Hmgb1,9885.900693,-0.833067761,DOWN,TRUE,TRUE
Hmgb2,5597.517785,-1.358763771,DOWN,TRUE,TRUE
Hmgcl,567.0260797,-0.833386407,DOWN,TRUE,TRUE
Hmgcr,12815.87313,-0.732304428,DOWN,TRUE,TRUE
Hmgcs1,28150.52017,-1.148969054,DOWN,TRUE,TRUE
Hmgn1,4259.715494,-0.626022413,DOWN,TRUE,TRUE
Hmgn2,8560.793672,-0.56792676,DOWN,TRUE,TRUE
Hmgn5,949.508697,-0.771174569,DOWN,TRUE,FALSE
Hmmr,4879.159143,-0.833258468,DOWN,FALSE,TRUE
Hmox1,2721.292618,1.437163887,UP,TRUE,TRUE
Hmox2,575.6502442,-0.633517266,DOWN,TRUE,TRUE
Hnrnpa3,16836.29302,-0.759777313,DOWN,TRUE,TRUE
Hnrnpc,12935.22169,-0.792420375,DOWN,TRUE,TRUE
Homer1,3434.72589,-0.502758428,DOWN,TRUE,TRUE
Homer3,503.2209012,0.588462533,UP,TRUE,TRUE
Hoxa5,447.0109078,-1.550273844,DOWN,FALSE,TRUE
Hpcal1,1241.55338,0.781033212,UP,TRUE,TRUE
Hpf1,1216.043309,-0.733385522,DOWN,TRUE,TRUE
Hps1,201.4398359,-0.604272762,DOWN,TRUE,TRUE
Hs3st3a1,197.1897802,0.871799779,UP,FALSE,TRUE
Hsd17b7,3567.942245,-0.628432965,DOWN,TRUE,TRUE
Hsdl2,2655.362576,0.502667182,UP,FALSE,TRUE
Hspa13,3890.640569,-0.638600903,DOWN,TRUE,TRUE
Hspd1,12266.38972,-0.761700216,DOWN,TRUE,TRUE
Hspg2,2129.187627,1.986888598,UP,TRUE,TRUE
Htatsf1,1085.553011,-0.580365974,DOWN,TRUE,TRUE
Htr1b,1033.295207,0.691289468,UP,TRUE,FALSE
Htr3a,91.90527999,0.668434915,UP,TRUE,TRUE
Htra1,188.433303,-0.518213829,DOWN,TRUE,TRUE
Htt,4042.803973,0.554755355,UP,TRUE,TRUE
Hunk,1293.85526,1.613857336,UP,FALSE,TRUE
Huwe1,18392.65024,0.762687307,UP,TRUE,TRUE
Iba57,409.5818395,0.539514027,UP,TRUE,TRUE
Id1,149.7906383,0.627626062,UP,TRUE,TRUE
Id2,933.8109103,-1.148872184,DOWN,TRUE,TRUE
Id4,75.16987325,2.800328893,UP,TRUE,TRUE
Idh1,6231.314739,-1.122314197,DOWN,TRUE,TRUE
Idi1,3481.375845,-1.43102049,DOWN,TRUE,TRUE
Ier3,804.2059576,-0.588100455,DOWN,TRUE,TRUE
Ier3ip1,791.1789235,-0.748170755,DOWN,TRUE,TRUE
Ier5,458.693335,0.684662,UP,TRUE,FALSE
Iffo1,1020.901706,0.786245226,UP,TRUE,TRUE
Ifi27,2325.643754,2.804616332,UP,TRUE,FALSE
Ifih1,2553.231535,6.27455163,UP,TRUE,TRUE
Ifit1bl2,59.92856486,6.085534849,UP,FALSE,TRUE
Ifit2,1234.672867,3.416101695,UP,TRUE,TRUE
Ifitm2,807.3669707,0.550054107,UP,FALSE,TRUE
Ifitm3,680.839773,2.556776898,UP,TRUE,FALSE
Ift122,1204.242887,0.945210558,UP,TRUE,TRUE
Ift172,705.0949624,0.666694103,UP,TRUE,TRUE
Igdcc3,127.6182965,2.383456042,UP,TRUE,TRUE
Igdcc4,4680.58085,1.953771303,UP,TRUE,TRUE
Igf2bp2,234.4282633,2.342252443,UP,TRUE,TRUE
Igfbp2,17943.05747,0.698306152,UP,FALSE,TRUE
Igfbp3,37935.99151,1.089963754,UP,FALSE,TRUE
Igfbp4,15019.50961,1.269107128,UP,FALSE,TRUE
Igfbp5,4087.19193,1.612622644,UP,FALSE,TRUE
Igsf3,286.3990483,-1.487776004,DOWN,TRUE,FALSE
Igsf8,317.1836382,-0.754097614,DOWN,TRUE,TRUE
Igsf9b,3607.951491,3.336809909,UP,FALSE,TRUE
Il18,682.6133788,-0.510075132,DOWN,TRUE,TRUE
Il1r1,297.0352877,1.281006514,UP,FALSE,TRUE
Il1rap,2242.78411,-0.776899698,DOWN,TRUE,TRUE
Il34,172.3309078,1.390910017,UP,TRUE,TRUE
Il6ra,57.30972014,2.423674456,UP,FALSE,TRUE
Il6st,4577.731535,0.572849566,UP,TRUE,TRUE
Ilvbl,318.0818484,0.565772605,UP,TRUE,TRUE
Imp3,987.7179266,-0.945499835,DOWN,TRUE,TRUE
Impa1,1339.546513,-0.703566509,DOWN,TRUE,TRUE
Impdh2,2864.954185,-0.704815603,DOWN,TRUE,FALSE
Inf2,114.6284191,1.051742071,UP,TRUE,TRUE
Ing1,1532.836941,-0.523278396,DOWN,TRUE,TRUE
Ing3,1594.788581,-0.665679289,DOWN,TRUE,TRUE
Inhbb,316.5503215,2.098336907,UP,FALSE,TRUE
Inpp5a,686.0044237,0.537716348,UP,TRUE,TRUE
Inppl1,4160.722689,0.579685851,UP,TRUE,TRUE
Insig1,12575.52749,-0.850035493,DOWN,TRUE,TRUE
Insig2,1005.982148,-0.894410311,DOWN,TRUE,TRUE
Insm1,64.23844155,1.755202341,UP,FALSE,TRUE
Insyn2a,274.1124111,0.514342499,UP,FALSE,TRUE
Ints14,1758.118299,-0.504827919,DOWN,TRUE,TRUE
Ints3,2676.736726,0.572660701,UP,TRUE,TRUE
Ipo11,4011.286608,-0.72915613,DOWN,FALSE,TRUE
Ipo13,1817.598459,0.794248992,UP,TRUE,TRUE
Ipo7,16538.88161,-0.744391699,DOWN,TRUE,TRUE
Iqcg,130.4713957,0.505064054,UP,TRUE,FALSE
Iqck,173.4105895,0.686113765,UP,TRUE,TRUE
Iqsec1,1299.035182,2.00093398,UP,TRUE,TRUE
Irf1,239.2200823,1.08140848,UP,TRUE,TRUE
Irf2bp2,2480.234298,0.762495742,UP,TRUE,TRUE
Irf2bpl,6189.864688,2.206443908,UP,TRUE,FALSE
Irf7,1352.039418,6.177353161,UP,FALSE,TRUE
Irgm1,2617.958058,3.165341505,UP,TRUE,TRUE
Irgq,1099.402201,0.81872769,UP,TRUE,TRUE
Irs2,5390.273187,1.339400102,UP,TRUE,TRUE
Irx5,743.6794373,0.701570646,UP,TRUE,TRUE
Isoc1,2073.943337,-0.536569704,DOWN,TRUE,FALSE
Itga2,89.83174583,-0.68224836,DOWN,TRUE,TRUE
Itga6,4066.58804,-0.517633463,DOWN,TRUE,TRUE
Itgb1bp1,796.9129595,-0.508011625,DOWN,TRUE,TRUE
Itgb3bp,717.7353381,-0.563147275,DOWN,TRUE,TRUE
Itm2c,9967.833054,0.561221742,UP,TRUE,TRUE
Itpa,1126.447267,-0.660459351,DOWN,FALSE,TRUE
Itpk1,362.8507731,1.029032557,UP,TRUE,TRUE
Itpr1,2529.531674,0.617119528,UP,TRUE,TRUE
Ivns1abp,8055.995088,-0.758298508,DOWN,TRUE,TRUE
Jag1,2793.408383,0.802135434,UP,TRUE,TRUE
Jcad,2029.032887,1.037967651,UP,TRUE,TRUE
Jkamp,2578.905301,-0.566246081,DOWN,TRUE,TRUE
Jmjd1c,11139.25523,-0.962703138,DOWN,TRUE,TRUE
Jmjd6,1372.79498,-0.897081859,DOWN,TRUE,TRUE
Josd2,1172.533712,-0.526697799,DOWN,TRUE,TRUE
Jtb,735.1878636,-1.021687367,DOWN,TRUE,FALSE
Jun,4232.843028,0.501895512,UP,TRUE,TRUE
Jund,286.8838627,0.601862209,UP,TRUE,TRUE
Kalrn,1209.610507,0.695537552,UP,TRUE,TRUE
Kank4,838.7586953,0.62267791,UP,FALSE,TRUE
Kank4os,70.5128982,0.943187795,UP,TRUE,TRUE
Kat6a,12413.54937,0.625771482,UP,TRUE,TRUE
Katna1,591.5721835,-0.588304488,DOWN,TRUE,TRUE
Kbtbd11,1012.94221,-0.517104458,DOWN,TRUE,TRUE
Kcna2,4129.260055,0.575628743,UP,TRUE,TRUE
Kcnc1,11092.1625,1.205238275,UP,TRUE,TRUE
Kcnc3,378.5366617,1.832462782,UP,TRUE,TRUE
Kcnd3os,254.1503721,0.556013271,UP,FALSE,TRUE
Kcng1,281.8217401,0.528475703,UP,FALSE,TRUE
Kcng3,115.0433931,0.645697482,UP,FALSE,TRUE
Kcnh2,222.4938232,1.113279209,UP,TRUE,TRUE
Kcnip3,1754.564022,-0.631969781,DOWN,TRUE,TRUE
Kcnj10,946.5822794,-0.614707844,DOWN,TRUE,TRUE
Kcnj2,197.5714779,-0.808768883,DOWN,TRUE,TRUE
Kcnk2,128.2343363,0.820713942,UP,TRUE,TRUE
Kcnma1,2787.673907,3.477108185,UP,FALSE,TRUE
Kcnmb4os2,74.65658903,-0.866587545,DOWN,FALSE,TRUE
Kcnn2,351.5512193,1.02597015,UP,TRUE,TRUE
Kcnn3,88.76765442,0.865449486,UP,TRUE,TRUE
Kcnq3,92.07422687,2.674448415,UP,TRUE,FALSE
Kcnq5,549.4170843,0.709388204,UP,FALSE,TRUE
Kcnt1,51.51228448,2.04992122,UP,TRUE,FALSE
Kctd11,195.3744314,0.6448306,UP,TRUE,TRUE
Kctd15,281.1610295,0.554773536,UP,TRUE,TRUE
Kdm2a,5173.61614,0.507069219,UP,TRUE,TRUE
Kdm3b,3248.113447,0.583268098,UP,TRUE,FALSE
Kdm5b,4030.92476,0.630604742,UP,TRUE,TRUE
Kdm6b,1347.220548,1.429862138,UP,TRUE,TRUE
Khsrp,5394.566801,0.575204574,UP,TRUE,TRUE
Kidins220,4733.828818,0.858012127,UP,TRUE,TRUE
Kif11,7516.776817,-0.586491951,DOWN,TRUE,TRUE
Kif13b,1134.126223,0.635262238,UP,TRUE,FALSE
Kif18a,4206.485638,-0.911860591,DOWN,FALSE,TRUE
Kif19a,89.86980145,0.873632596,UP,FALSE,TRUE
Kif1a,6823.984215,1.423915457,UP,TRUE,TRUE
Kif1b,15177.6506,0.520684316,UP,TRUE,TRUE
Kif20b,3177.141645,-0.638346956,DOWN,TRUE,TRUE
Kif2c,2905.94213,-0.698042941,DOWN,TRUE,FALSE
Kif5c,265.0560803,1.655435272,UP,TRUE,TRUE
Kifc3,1019.354731,0.80071643,UP,TRUE,TRUE
Kirrel,1728.833634,1.603758721,UP,TRUE,TRUE
Kirrel3,1670.523666,0.62793327,UP,FALSE,TRUE
Klc2,466.8939793,0.76665366,UP,FALSE,TRUE
Klf13,2475.691229,0.614839018,UP,TRUE,TRUE
Klf2,71.67496322,0.982880155,UP,TRUE,TRUE
Klf3,6656.50797,0.706637266,UP,TRUE,TRUE
Klf7,2454.777372,0.790992391,UP,TRUE,TRUE
Klf8,88.29024085,1.625596787,UP,TRUE,FALSE
Klf9,1000.770067,-0.786913688,DOWN,TRUE,TRUE
Klhdc2,2847.334678,-0.627664992,DOWN,TRUE,FALSE
Klhdc7a,1453.194408,2.844278177,UP,TRUE,FALSE
Klhdc8b,100.9393864,1.208046234,UP,TRUE,FALSE
Klhl21,649.3573238,0.546764765,UP,TRUE,TRUE
Klhl26,726.5979364,0.688097022,UP,TRUE,TRUE
Klhl3,136.2638321,0.6476888,UP,TRUE,TRUE
Klhl36,78.65049789,-0.681200723,DOWN,TRUE,TRUE
Klhl5,1346.454582,-1.36667877,DOWN,TRUE,TRUE
Klrg2,76.51975226,0.864187558,UP,FALSE,TRUE
Kmt2a,5106.542098,0.979733053,UP,TRUE,TRUE
Kmt2c,6709.591716,0.728517304,UP,TRUE,TRUE
Kmt2d,5154.644321,1.300655879,UP,FALSE,TRUE
