gene,baseMean,log2FoldChange,Direction,Endogenous_Promoter,Exogenous_Promoter
Stard10,114.7286628,1.213629037,UP,FALSE,TRUE
Sult6b1,61.1372818,1.466139644,UP,FALSE,TRUE
Sv2a,335.7203969,1.146379973,UP,FALSE,TRUE
Syn3,68.17459321,0.906171948,UP,FALSE,TRUE
Syngap1,987.2784276,1.57615552,UP,FALSE,TRUE
Synpo2,55.08958829,2.869684944,UP,FALSE,TRUE
Tbc1d2,57.97860051,1.50525151,UP,FALSE,TRUE
Tcp11l1,965.9146418,0.715159346,UP,FALSE,TRUE
Tent5c,133.3881915,1.076281656,UP,FALSE,TRUE
Tjap1,639.3966866,0.64869193,UP,FALSE,TRUE
Tlr3,1848.567561,0.539086279,UP,FALSE,TRUE
Tmc3,64.50271754,3.152173301,UP,FALSE,TRUE
Tmem131,4186.892975,1.13015482,UP,FALSE,TRUE
Tmem131l,1595.423896,0.728255162,UP,FALSE,TRUE
Tmem229b,842.725683,0.841920347,UP,FALSE,TRUE
Tmtc1,1358.021469,1.81775249,UP,FALSE,TRUE
Tox3,1262.627482,1.024648997,UP,FALSE,TRUE
Tppp,226.9936145,0.524164179,UP,FALSE,TRUE
Tram1l1,231.9516026,0.54740596,UP,FALSE,TRUE
Trp53bp1,3000.868244,0.634649411,UP,FALSE,TRUE
Trpm4,129.0617794,0.699365752,UP,FALSE,TRUE
Ttll9,69.06342794,1.773495763,UP,FALSE,TRUE
Unc13b,1152.901104,0.772494734,UP,FALSE,TRUE
Usp13,444.2814708,0.715517614,UP,FALSE,TRUE
Usp18,583.5698328,4.184048903,UP,FALSE,TRUE
Vasn,587.7815537,0.786736115,UP,FALSE,TRUE
Vegfc,362.4629285,1.604239144,UP,FALSE,TRUE
Xpo6,4472.388504,0.876040098,UP,FALSE,TRUE
Zdhhc1,295.7097613,1.062924364,UP,FALSE,TRUE
Zdhhc24,245.2164126,0.617554882,UP,FALSE,TRUE
Zdhhc9,1084.17442,0.724779624,UP,FALSE,TRUE
Zfp362,1101.445712,0.947009679,UP,FALSE,TRUE
Zfp811,103.7754501,1.059868332,UP,FALSE,TRUE
Zfp946,798.7506632,0.712468137,UP,FALSE,TRUE
Zfp949,308.6401284,0.928100453,UP,FALSE,TRUE
Zfyve26,952.3070485,0.615382562,UP,FALSE,TRUE
Zgpat,476.1611093,0.531527879,UP,FALSE,TRUE
Zic3,191.6864824,0.758286233,UP,FALSE,TRUE
